timestamp,und_close,vix1d_close
2026-05-11 09:30:00-04:00,737.9450073242188,8.4399995803833
2026-05-11 09:35:00-04:00,737.60498046875,8.369999885559082
2026-05-11 09:40:00-04:00,738.3900146484375,8.069999694824219
2026-05-11 09:45:00-04:00,738.780029296875,8.0600004196167
2026-05-11 09:50:00-04:00,738.52001953125,8.149999618530273
2026-05-11 09:55:00-04:00,738.6701049804688,8.199999809265137
2026-05-11 10:00:00-04:00,738.5999755859375,8.199999809265137
2026-05-11 10:05:00-04:00,738.7849731445312,8.0600004196167
2026-05-11 10:10:00-04:00,739.0399780273438,7.940000057220459
2026-05-11 10:15:00-04:00,739.47998046875,7.980000019073486
2026-05-11 10:20:00-04:00,739.52001953125,8.140000343322754
2026-05-11 10:25:00-04:00,738.4674072265625,8.369999885559082
2026-05-11 10:30:00-04:00,738.4299926757812,8.380000114440918
2026-05-11 10:35:00-04:00,738.6099853515625,8.390000343322754
2026-05-11 10:40:00-04:00,738.9400024414062,8.260000228881836
2026-05-11 10:45:00-04:00,739.0549926757812,8.420000076293945
2026-05-11 10:50:00-04:00,739.7899780273438,8.34000015258789
2026-05-11 10:55:00-04:00,739.6500244140625,8.470000267028809
2026-05-11 11:00:00-04:00,739.6099853515625,8.59000015258789
2026-05-11 11:05:00-04:00,739.6099853515625,8.609999656677246
2026-05-11 11:10:00-04:00,739.1199951171875,8.720000267028809
2026-05-11 11:15:00-04:00,739.469970703125,8.65999984741211
2026-05-11 11:20:00-04:00,739.77001953125,8.699999809265137
2026-05-11 11:25:00-04:00,740.0706787109375,8.649999618530273
2026-05-11 11:30:00-04:00,739.9000244140625,8.649999618530273
2026-05-11 11:35:00-04:00,740.0700073242188,8.710000038146973
2026-05-11 11:40:00-04:00,739.8499755859375,8.829999923706055
2026-05-11 11:45:00-04:00,739.9299926757812,8.90999984741211
2026-05-11 11:50:00-04:00,740.1732177734375,8.890000343322754
2026-05-11 11:55:00-04:00,740.219970703125,8.949999809265137
2026-05-11 12:00:00-04:00,740.0900268554688,9.100000381469727
2026-05-11 12:05:00-04:00,740.0900268554688,9.140000343322754
2026-05-11 12:10:00-04:00,740.1300048828125,9.15999984741211
2026-05-11 12:15:00-04:00,740.0800170898438,9.260000228881836
2026-05-11 12:20:00-04:00,740.3049926757812,9.279999732971191
2026-05-11 12:25:00-04:00,740.3350219726562,9.319999694824219
2026-05-11 12:30:00-04:00,740.2899780273438,9.350000381469727
2026-05-11 12:35:00-04:00,740.0900268554688,9.359999656677246
2026-05-11 12:40:00-04:00,739.6599731445312,9.319999694824219
2026-05-11 12:45:00-04:00,739.530029296875,9.529999732971191
2026-05-11 12:50:00-04:00,739.3330078125,9.819999694824219
2026-05-11 12:55:00-04:00,739.3278198242188,9.930000305175781
2026-05-11 13:00:00-04:00,739.52001953125,9.859999656677246
2026-05-11 13:05:00-04:00,739.4500122070312,9.880000114440918
2026-05-11 13:10:00-04:00,739.0599975585938,10.010000228881836
2026-05-11 13:15:00-04:00,738.9550170898438,10.140000343322754
2026-05-11 13:20:00-04:00,739.60498046875,9.899999618530273
2026-05-11 13:25:00-04:00,739.8099975585938,9.800000190734863
2026-05-11 13:30:00-04:00,740.1467895507812,9.829999923706055
2026-05-11 13:35:00-04:00,740.2999877929688,10.0600004196167
2026-05-11 13:40:00-04:00,740.635009765625,10.09000015258789
2026-05-11 13:45:00-04:00,740.3499755859375,10.359999656677246
2026-05-11 13:50:00-04:00,740.239990234375,10.539999961853027
2026-05-11 13:55:00-04:00,740.2000122070312,10.520000457763672
2026-05-11 14:00:00-04:00,740.6099853515625,10.460000038146973
2026-05-11 14:05:00-04:00,740.5599975585938,10.5
2026-05-11 14:10:00-04:00,740.3400268554688,10.550000190734863
2026-05-11 14:15:00-04:00,740.3099975585938,10.65999984741211
2026-05-11 14:20:00-04:00,740.2899780273438,10.800000190734863
2026-05-11 14:25:00-04:00,740.3400268554688,10.84000015258789
2026-05-11 14:30:00-04:00,740.0800170898438,10.9399995803833
2026-05-11 14:35:00-04:00,739.7899780273438,10.960000038146973
2026-05-11 14:40:00-04:00,739.77001953125,10.9399995803833
2026-05-11 14:45:00-04:00,739.510009765625,11.119999885559082
2026-05-11 14:50:00-04:00,739.3399047851562,11.220000267028809
2026-05-11 14:55:00-04:00,738.52001953125,11.710000038146973
2026-05-11 15:00:00-04:00,738.2899169921875,11.770000457763672
2026-05-11 15:05:00-04:00,738.9600219726562,11.5600004196167
2026-05-11 15:10:00-04:00,738.780029296875,11.819999694824219
2026-05-11 15:15:00-04:00,738.5900268554688,11.960000038146973
2026-05-11 15:20:00-04:00,738.405029296875,12.069999694824219
2026-05-11 15:25:00-04:00,738.489990234375,12.109999656677246
2026-05-11 15:30:00-04:00,738.6099853515625,11.770000457763672
2026-05-11 15:35:00-04:00,738.6199951171875,11.699999809265137
2026-05-11 15:40:00-04:00,738.1900024414062,11.710000038146973
2026-05-11 15:45:00-04:00,738.6099853515625,11.59000015258789
2026-05-11 15:50:00-04:00,738.8900146484375,11.279999732971191
2026-05-11 15:55:00-04:00,739.2000122070312,11.050000190734863
2026-05-12 09:30:00-04:00,736.3499755859375,8.920000076293945
2026-05-12 09:35:00-04:00,736.0900268554688,9.199999809265137
2026-05-12 09:40:00-04:00,736.719970703125,9.010000228881836
2026-05-12 09:45:00-04:00,735.780029296875,9.350000381469727
